Date,Open,High,Low,Close,AdjClose,Volume
2013-12-18,54.150002,55.23,53.849998,55.02,54.565224,1662064
2013-12-19,55.009998,55.5,55,55.110001,54.654484,2109096
2013-12-20,55.110001,56,54.009998,54.32,53.87101,3594340
2013-12-23,54.599998,54.720001,53.5,53.650002,53.206554,3523245
2013-12-26,54.299999,54.299999,53,53.459999,53.01812,1230788
2013-12-27,53.18,53.200001,52.73,52.900002,52.462749,271929
2013-12-30,53,53,52.599998,52.610001,52.175148,2698943
2014-01-02,52.27,53,52.049999,52.950001,52.512337,180236
2014-01-03,53.060001,54,52.400002,53.139999,52.700768,731350
2014-01-06,53.150002,53.48,51.419998,51.5,51.074322,362867
2014-01-07,52,52.959999,52,52.68,52.244564,1329145
2014-01-08,52.700001,52.990002,52.07,52.619999,52.185059,1176048
2014-01-09,52.66,54.040001,52.450001,53.290001,52.849525,1475449
2014-01-10,53.299999,53.84,52.650002,53.75,53.305725,1210203
2014-01-13,53.549999,53.560001,51.700001,52.150002,51.718952,577972
2014-01-14,52.400002,52.599998,52.009998,52.48,52.046223,334367
2014-01-15,52.59,53.5,52.5,53.400002,52.958618,1149696
2014-01-16,53,53.52,52.849998,53.130001,52.690845,253210
2014-01-17,53.02,53.5,52.990002,53.110001,52.671013,310333
2014-01-20,53.150002,53.490002,52.849998,53.02,52.58176,55404
2014-01-21,53.240002,54.5,53.099998,54.490002,54.039608,554926
2014-01-22,53.509998,54.540001,53.509998,54.5,54.049526,1611289
2014-01-23,54.41,55.299999,54.400002,55.029999,54.575146,1894277
2014-01-24,55,55.799999,54.099998,54.950001,54.495811,3133014
2014-01-27,55.349998,55.349998,53.860001,55.060001,54.604897,2331580
2014-01-28,55.099998,55.689999,55.009998,55.52,55.061092,2144335
2014-01-29,55.5,56.049999,54.919998,55.799999,55.338779,2144691
2014-01-30,55.740002,58.290001,55.740002,57.610001,57.133816,2114435
2014-01-31,57.610001,58,56.950001,57.580002,57.104069,1846833
2014-02-04,57.5,58,57,57.799999,57.322247,1479624
2014-02-05,57.509998,58.200001,56.400002,57.799999,57.322247,1887141
2014-02-06,58.200001,59.73,57.990002,59.240002,58.750347,2336371
2014-02-07,59.549999,62.400002,59.310001,60.02,59.523903,2363863
2014-02-10,60.110001,60.110001,57.849998,58.060001,57.580101,966463
2014-02-11,58,59.09,58,58.799999,58.313984,683679
2014-02-12,58.799999,59.509998,58.799999,59.110001,58.621418,1365881
2014-02-13,59.48,59.48,57.91,58.549999,58.066048,585032
2014-02-14,58.900002,59,57.900002,58.220001,57.738781,509708
2014-02-17,58.299999,58.990002,58.299999,58.5,58.01646,262976
2014-02-18,58.5,59,58.009998,58.52,58.036297,1077352
2014-02-19,58.32,58.759998,57.099998,58.169998,57.689186,1241349
2014-02-20,58.099998,59.189999,57.75,58.959999,58.47266,1226987
2014-02-21,59,60.139999,58.650002,59.880001,59.385059,2165319
2014-02-24,59.799999,60.150002,59.650002,59.849998,59.355301,1058894
2014-02-25,59.799999,59.799999,58.549999,59.099998,58.611496,1087406
2014-02-26,59.099998,59.790001,56.529999,59.029999,58.542084,1866879
2014-02-27,56.599998,58.25,56.599998,58.02,57.540428,2386787
2014-02-28,58.360001,58.450001,57.639999,57.860001,57.381752,780248
2014-03-03,57.82,59.209999,57.599998,58.77,58.284229,1041247
2014-03-04,58.900002,59.200001,58.040001,58.650002,58.165226,724905
2014-03-05,58.639999,59,58.5,58.549999,58.066048,460666
2014-03-06,58.700001,59.990002,58.5,59.619999,59.127205,1518419
2014-03-07,59.98,59.98,58.52,58.919998,58.432991,3704773
2014-03-10,58.650002,58.650002,57.66,57.900002,57.421421,837926
2014-03-11,56.650002,58.540001,56.650002,58.02,57.540428,978917
2014-03-12,58.200001,59.900002,57.959999,59.549999,59.057781,813528
2014-03-13,59.880001,59.98,58.220001,58.529999,58.046215,618988
2014-03-14,58.509998,59.400002,58.509998,59.23,58.740425,1097671
2014-03-18,59.23,64.230003,59.23,63.049999,62.528854,1720189
2014-03-19,63,65.410004,62.040001,64.360001,63.828022,1016302
2014-03-20,64.010002,67.489998,63.27,66.910004,66.356949,452867
2014-03-21,67.470001,69.989998,67.110001,69.599998,69.024704,1844948
2014-03-24,69.18,69.889999,66,66.309998,65.761902,795184
2014-03-25,66.300003,66.650002,66.300003,66.5,65.95034,2358759
2014-03-26,66.510002,66.870003,64.010002,64.25,63.718933,759641
2014-03-27,64.010002,66.589996,64.010002,66.010002,65.464394,1307698
2014-03-28,65.75,66.75,65.75,66.379997,65.831322,1230323
2014-03-31,66,68.199997,65.550003,67.559998,67.001572,1738397
2014-04-01,67.550003,68.300003,66.370003,67.949997,67.388351,945183
2014-04-02,68,69.839996,67.830002,68.910004,68.340416,1094986
2014-04-03,68.910004,69.18,67.5,68.169998,67.606537,892602
2014-04-04,68.349998,69.459999,67.910004,68.010002,67.447861,285366
2014-04-07,68.150002,68.550003,66,66.32,65.77182,1157925
2014-04-08,66.349998,67.089996,66.099998,66.18,65.63298,2470870
2014-04-09,66.150002,67.980003,65.059998,67.690002,67.130501,662083
2014-04-10,67.510002,67.760002,65.800003,66.110001,65.563553,848588
2014-04-11,65.800003,65.900002,64.050003,64.510002,63.976784,1012697
2014-04-14,65,66.839996,64.959999,66.379997,65.831322,2520316
2014-04-15,66.300003,67.269997,66.199997,66.849998,66.29744,460371
2014-04-16,67.489998,69.480003,67.260002,69.230003,68.657776,828325
2014-04-21,68.879997,69,68.309998,68.769997,68.201569,305341
2014-04-22,68.760002,68.760002,67.480003,68.010002,67.447861,739614
2014-04-23,68.470001,69.25,68.449997,69.099998,68.528847,660618
2014-04-24,68.5,69.190002,67.75,68.220001,67.656113,951393
2014-04-25,68.300003,68.839996,67.830002,68.220001,67.656113,875206
2014-04-28,68.410004,68.989998,67.019997,68.43,67.864388,796516
2014-04-29,68.459999,69.790001,67.809998,69.209999,68.637932,654036
2014-04-30,68.610001,69.68,67.510002,68.120003,67.556953,595942
2014-05-02,68,71.510002,68,71.050003,70.462723,1196604
2014-05-05,73.150002,74.269997,70.190002,73.629997,73.0214,1200508
2014-05-06,73.720001,74.699997,73.080002,74.019997,73.40818,1659687
2014-05-07,74.230003,74.230003,72.800003,73.300003,72.694122,2058124
2014-05-08,73.879997,73.879997,71.910004,72.169998,71.573471,955213
2014-05-09,72,72.5,71.709999,72.139999,71.543716,372180
2014-05-12,72.550003,72.550003,71.650002,71.959999,71.365204,520091
2014-05-13,72.400002,72.949997,71.709999,72.050003,71.454468,1077332
