0,Open,High,Low,Close,Adj Close,Volume
2012-10-18,123.800003,125.239998,123.500000,123.709999,120.864120,4591084
2012-10-19,123.900002,124.480003,122.470001,123.290001,120.453789,2508667
2012-10-22,122.980003,123.269997,120.849998,121.980003,119.173927,976774
2012-10-23,122.000000,122.349998,121.010002,121.830002,119.027382,819483
2012-10-24,122.000000,122.519997,120.010002,120.650002,117.874519,1357737
2012-10-25,121.820000,121.820000,118.849998,119.300003,116.555580,1511423
2012-10-26,119.250000,120.680000,118.279999,119.220001,116.477417,1243807
2012-10-29,119.220001,121.419998,118.510002,121.129997,118.343475,1132866
2012-10-30,121.699997,121.769997,118.639999,119.379997,116.633728,797004
2012-10-31,119.379997,121.260002,116.599998,117.919998,116.109489,4225525
2012-11-05,118.849998,118.849998,117.019997,117.459999,115.656548,1254014
2012-11-06,117.470001,117.550003,115.800003,116.779999,114.986992,2967796
2012-11-07,117.989998,117.989998,115.660004,116.410004,114.622673,2355076
2012-11-08,116.510002,117.709999,115.400002,116.760002,114.967300,2046250
2012-11-09,117.169998,117.459999,115.540001,116.900002,115.105148,2103090
2012-11-12,117.949997,120.790001,117.949997,120.610001,118.758179,1637029
2012-11-13,120.790001,122.739998,119.790001,122.570000,120.688087,4030448
2012-11-14,122.160004,122.650002,121.370003,121.699997,119.831444,2280723
2012-11-15,122.489998,122.489998,119.800003,121.449997,119.585281,2030618
2012-11-16,121.550003,122.400002,120.800003,122.160004,120.284386,2053712
2012-11-20,122.489998,123.500000,122.139999,122.730003,120.845634,1929862
2012-11-21,122.730003,125.320000,122.570000,125.040001,123.120171,2237813
2012-11-22,125.040001,127.000000,125.040001,126.419998,124.478981,926872
2012-11-23,126.419998,127.000000,125.019997,126.849998,124.902382,808419
2012-11-26,126.839996,129.000000,126.019997,127.709999,125.749168,1652450
2012-11-27,127.650002,128.440002,126.290001,126.839996,124.892525,1631794
2012-11-28,126.830002,126.860001,124.599998,126.209999,124.272202,1593382
2012-11-29,126.500000,127.070000,125.000000,125.989998,124.055580,1482922
2012-11-30,125.879997,128.000000,125.080002,126.660004,124.715302,7121668
2012-12-03,127.339996,128.899994,126.389999,128.220001,126.251343,1429536
2012-12-04,128.130005,128.800003,127.150002,128.240005,126.271042,1974726
2012-12-05,127.989998,128.779999,125.900002,126.360001,124.419907,2371646
2012-12-06,126.370003,127.800003,126.370003,127.349998,125.394699,3057408
2012-12-07,127.349998,128.320007,127.000000,128.130005,126.162735,1706508
2012-12-10,128.770004,131.070007,127.260002,130.460007,128.456955,2742857
2012-12-11,130.460007,130.460007,126.709999,127.070000,125.119003,3405881
2012-12-13,127.089996,127.089996,124.300003,124.660004,122.746002,3773935
2012-12-14,125.199997,126.220001,124.500000,126.010002,124.075279,2881560
2012-12-17,126.010002,126.989998,125.800003,126.449997,124.508514,2481813
2012-12-18,126.470001,129.100006,126.239998,128.919998,126.940598,3668240
2012-12-19,129.160004,129.289993,127.389999,127.889999,125.926407,2993010
2012-12-20,125.449997,128.699997,125.389999,127.730003,125.768867,1540881
2012-12-21,126.000000,130.000000,125.510002,128.820007,126.842140,7225983
2012-12-24,129.490005,129.500000,127.599998,129.250000,127.265526,278785
2012-12-26,129.169998,129.720001,127.309998,128.460007,126.487663,740530
2012-12-27,128.520004,129.059998,127.500000,128.119995,126.152870,525689
2012-12-28,128.990005,131.500000,127.610001,130.639999,128.634186,1397241
2012-12-31,130.639999,130.639999,129.000000,129.309998,127.324608,611986
2013-01-02,129.800003,130.020004,128.940002,129.110001,127.127686,1787147
2013-01-03,129.460007,130.649994,129.000000,130.330002,128.328949,1853333
2013-01-04,130.300003,130.300003,129.089996,129.380005,127.393539,3320034
2013-01-07,129.380005,130.490005,128.570007,129.710007,127.718475,2304356
2013-01-08,129.720001,130.500000,129.679993,130.250000,128.250183,3827880
2013-01-09,130.300003,132.429993,129.850006,132.000000,129.973297,2973129
2013-01-10,132.020004,133.750000,130.770004,133.309998,131.263184,2168548
2013-01-11,133.449997,134.399994,132.610001,134.250000,132.188751,2126944
2013-01-14,134.000000,134.899994,134.000000,134.679993,132.612152,2154196
2013-01-15,133.210007,135.130005,133.210007,134.699997,132.631851,1359728
2013-01-16,134.679993,135.479996,134.440002,135.339996,133.262024,1486697
2013-01-17,135.000000,135.740005,133.940002,134.619995,132.553070,1541562
2013-01-18,135.000000,135.889999,134.919998,135.110001,133.035553,2159494
2013-01-21,135.000000,135.440002,134.500000,134.949997,132.878006,888911
2013-01-22,134.410004,138.009995,134.410004,137.880005,135.763031,2871223
2013-01-23,138.250000,138.500000,137.089996,138.360001,136.235657,1391833
2013-01-24,137.539993,137.970001,136.800003,137.800003,135.684265,1386994
2013-01-25,137.800003,138.990005,137.240005,138.449997,136.324265,956192
2013-01-28,139.179993,139.649994,138.000000,139.309998,137.171066,2376341
2013-01-29,137.509995,140.919998,137.509995,140.470001,138.313248,2682539
2013-01-30,141.000000,142.500000,141.000000,141.850006,139.672073,2172264
2013-01-31,141.009995,141.100006,136.759995,137.289993,135.182083,4494850
2013-02-01,137.800003,140.119995,137.759995,139.949997,137.801239,1460869
2013-02-05,140.000000,140.360001,138.630005,139.789993,137.643692,3272093
2013-02-06,139.600006,140.220001,138.380005,139.619995,137.476303,1684855
2013-02-07,140.000000,141.089996,138.619995,139.110001,136.974136,3237478
2013-02-08,138.699997,140.070007,138.309998,139.130005,136.993835,2275653
2013-02-11,140.000000,140.740005,138.380005,138.949997,136.816589,1307821
2013-02-12,140.000000,140.190002,137.289993,138.610001,136.481812,1640800
2013-02-13,138.610001,141.660004,138.610001,141.240005,139.071442,3005551
2013-02-14,141.490005,141.789993,139.610001,140.399994,138.244339,1753665
2013-02-15,140.520004,140.699997,139.600006,140.440002,138.283722,1120088
2013-02-18,142.000000,142.800003,140.009995,140.910004,138.746506,132677
2013-02-19,142.470001,145.279999,141.770004,143.320007,141.119507,1834146
2013-02-20,143.199997,144.649994,143.149994,144.070007,141.858002,2060087
2013-02-21,142.630005,143.949997,142.630005,143.220001,141.021027,2708171
2013-02-22,142.330002,145.350006,142.229996,145.059998,142.832779,2541397
2013-02-25,145.149994,147.429993,145.000000,147.240005,144.979309,2365670
2013-02-26,146.250000,147.750000,144.000000,145.330002,143.098648,2582587
2013-02-27,145.500000,146.910004,143.839996,144.149994,141.936752,2103788
2013-02-28,147.000000,147.000000,142.250000,142.910004,140.715790,3629332
2013-03-01,143.009995,144.220001,139.259995,139.940002,137.791397,2329404
2013-03-04,141.699997,141.699997,138.110001,139.960007,137.811096,2747982
2013-03-05,141.350006,141.490005,140.250000,140.850006,138.687424,2721850
2013-03-06,141.000000,142.110001,140.250000,141.039993,138.874496,1570932
2013-03-07,141.990005,141.990005,138.300003,139.070007,136.934769,1880232
2013-03-08,140.089996,140.179993,138.100006,139.059998,136.924911,2692664
2013-03-11,139.199997,139.199997,137.199997,137.449997,135.339630,2587430
2013-03-12,138.820007,138.820007,135.669998,137.580002,135.467636,2684205
2013-03-13,137.820007,138.809998,136.389999,138.429993,136.304581,3443679
2013-03-14,138.440002,139.750000,137.270004,138.470001,136.343979,3754988
2013-03-15,139.089996,139.399994,138.000000,139.190002,137.052917,4178390
2013-03-19,140.500000,141.059998,134.940002,136.250000,134.158051,3127927
2013-03-20,135.899994,138.000000,134.059998,137.369995,135.260849,834478
2013-03-21,137.750000,137.750000,134.050003,134.559998,132.493988,2648751
2013-03-22,135.000000,135.000000,132.500000,132.949997,130.908707,3267262
2013-03-25,133.809998,133.899994,131.880005,132.580002,130.544403,2569084
2013-03-26,132.800003,140.320007,132.800003,138.460007,136.334122,3090764
2013-03-27,139.039993,139.490005,137.500000,138.970001,136.836288,1844994
2013-04-01,140.149994,142.320007,139.949997,141.600006,139.425919,1539146
2013-04-02,145.350006,147.050003,141.899994,146.529999,144.280212,3272399
2013-04-03,146.899994,148.089996,145.649994,146.320007,144.073441,3492087
2013-04-04,145.149994,146.300003,144.750000,145.440002,143.206955,1742809
2013-04-05,145.169998,145.500000,142.429993,143.240005,141.040741,2158219
2013-04-08,144.800003,144.800003,142.050003,142.600006,140.410553,1904645
2013-04-09,142.600006,147.889999,142.520004,147.580002,145.314087,2732571
2013-04-10,147.899994,152.240005,147.589996,151.229996,148.908051,3044562
2013-04-11,150.500000,151.250000,149.000000,150.300003,147.992325,2078673
2013-04-12,149.710007,151.630005,149.169998,151.110001,148.789902,1107104
2013-04-15,152.000000,153.210007,150.240005,151.720001,149.390533,1642474
2013-04-16,151.720001,152.059998,149.500000,150.440002,148.130188,1072016
2013-04-17,151.039993,151.830002,147.869995,149.910004,147.608322,4292027
2013-04-18,150.279999,150.929993,149.149994,149.860001,147.559082,1096668
2013-04-19,148.789993,149.559998,148.000000,149.369995,147.076614,1991048
