0,Open,High,Low,Close,Adj Close,Volume
2012-10-18,61.950001,61.990002000000004,60.5,60.619999,43.941334000000005,896982
2012-10-19,60.619999,60.880001,59.299999,60.560001,43.897846,355794
2012-10-22,60.330002,60.330002,59.380001,59.880001,43.404942,305415
2012-10-23,59.34,60.990002000000004,59.34,60.650002,43.963081,106654
2012-10-24,60.84,60.919998,60.080002,60.189999,43.629642,108399
2012-10-25,59.900002,61.02,59.900002,60.720001,44.013821,2003742
2012-10-26,60.5,61.25,60.5,61.110001000000004,44.296524,645247
2012-10-29,59.799999,61.970001,58.790001000000004,60.07,43.925270000000005,229051
2012-10-30,60.5,61.990002000000004,59.799999,61.049999,44.641876,157249
2012-10-31,62.950001,64.209999,59.189999,62.73,45.87035,836211
2012-11-05,61.759997999999996,64.0,61.700001,62.360001000000004,45.599792,323936
2012-11-06,62.709998999999996,64.589996,62.16,64.190002,46.937954,493478
2012-11-07,63.779999,64.089996,62.259997999999996,63.68,46.565037,400194
2012-11-08,64.110001,64.5,61.669998,63.75,46.616215000000004,805272
2012-11-09,63.630001,64.790001,63.599998,64.349998,47.054951,524156
2012-11-12,64.0,64.019997,62.75,63.369999,46.338347999999996,244868
2012-11-13,62.950001,64.879997,62.799999,63.66,46.550404,567333
2012-11-14,63.599998,64.110001,62.5,63.049999,46.104351,596594
2012-11-15,63.299999,63.68,62.41,62.540001000000004,45.731421999999995,309772
2012-11-16,62.73,64.529999,62.459998999999996,64.309998,47.025703,272491
2012-11-20,64.529999,67.790001,63.880001,66.230003,48.42968,511060
2012-11-21,66.300003,67.459999,65.639999,67.059998,49.036598,446063
2012-11-22,67.5,68.839996,67.5,68.300003,49.943333,78926
2012-11-23,67.910004,68.709999,64.480003,65.279999,47.735001000000004,306083
2012-11-26,65.279999,66.139999,63.790001000000004,64.269997,46.996449,611175
2012-11-27,64.690002,66.599998,64.040001,65.5,47.895863,673927
2012-11-28,65.08000200000001,66.599998,64.970001,66.290001,48.473549,337967
2012-11-29,66.889999,67.0,64.800003,65.849998,48.151802,458643
2012-11-30,65.720001,67.489998,65.68,66.290001,48.473549,2386985
2012-12-03,66.290001,67.66999799999999,65.910004,67.360001,49.255966,943880
2012-12-04,66.769997,68.0,66.410004,66.879997,48.904971999999994,270211
2012-12-05,67.639999,68.349998,66.720001,67.010002,49.00005,531789
2012-12-06,67.089996,68.139999,66.839996,67.550003,49.394905,550695
2012-12-07,68.0,68.440002,67.900002,68.16999799999999,49.848273999999996,438239
2012-12-10,67.629997,68.199997,67.07,67.43,49.307156,204108
2012-12-11,67.040001,68.0,67.040001,67.809998,49.585029999999996,565860
2012-12-13,68.059998,68.239998,67.220001,67.559998,49.402206,329878
2012-12-14,67.559998,69.5,67.360001,69.33000200000001,50.696509999999996,274823
2012-12-17,69.650002,72.0,69.5,71.58000200000001,52.341774,667572
2012-12-18,71.410004,72.760002,71.209999,71.349998,52.173595,613344
2012-12-19,70.879997,72.099998,70.879997,71.690002,52.422218,405682
2012-12-20,71.550003,72.400002,71.290001,71.589996,52.349090999999994,371730
2012-12-21,71.57,73.900002,71.57,72.620003,53.102268,1312623
2012-12-24,73.099998,74.5,73.099998,73.849998,54.001681999999995,66678
2012-12-26,74.089996,74.699997,72.809998,72.980003,53.365508999999996,173054
2012-12-27,73.010002,74.449997,72.720001,72.91999799999999,53.32164,260641
2012-12-28,72.940002,73.68,72.739998,73.440002,53.70186999999999,86582
2012-12-31,72.989998,74.099998,72.599998,73.57,53.796932,92058
2013-01-02,74.019997,77.050003,74.019997,76.800003,56.158825,189967
2013-01-03,77.07,78.040001,75.309998,75.599998,55.281344999999995,601724
2013-01-04,75.959999,75.980003,74.459999,74.540001,54.506237,690351
2013-01-07,74.5,75.599998,72.800003,72.980003,53.365508999999996,701058
2013-01-08,73.0,73.389999,72.529999,72.68,53.146133,467276
2013-01-09,72.550003,74.239998,72.550003,73.779999,53.950493,1311555
2013-01-10,73.779999,76.059998,73.779999,75.290001,55.054665,421557
2013-01-11,75.050003,75.650002,73.800003,75.019997,54.857227,789347
2013-01-14,75.370003,76.889999,75.370003,75.849998,55.46415699999999,231386
2013-01-15,76.150002,76.150002,74.0,75.25,55.02541,845392
2013-01-16,75.25,78.5,75.0,78.379997,57.314170999999995,704416
2013-01-17,78.379997,78.379997,76.809998,76.970001,56.283142000000005,289932
2013-01-18,76.800003,78.599998,76.800003,77.870003,56.94125,404202
2013-01-21,77.230003,79.5,76.980003,78.769997,57.599365,33526
2013-01-22,77.980003,79.25,77.949997,78.58000200000001,57.460423,535504
2013-01-23,78.279999,78.58000200000001,77.68,78.010002,57.043620999999995,516811
2013-01-24,78.300003,79.059998,78.010002,78.690002,57.540874,188528
2013-01-25,79.0,79.209999,77.650002,78.660004,57.51892900000001,450366
2013-01-28,78.239998,79.75,78.239998,79.290001,57.979594999999996,489571
2013-01-29,78.980003,79.089996,78.230003,78.550003,57.438488,564267
2013-01-30,78.550003,80.0,77.16999799999999,78.349998,57.292235999999995,363613
2013-01-31,78.349998,79.349998,77.010002,79.220001,57.928417,564295
2013-02-01,79.5,80.139999,78.559998,79.470001,58.111214000000004,452263
2013-02-05,80.290001,80.290001,78.599998,79.099998,57.840664000000004,4350462
2013-02-06,80.739998,80.739998,79.550003,80.440002,58.820522,244104
2013-02-07,80.410004,81.279999,80.050003,80.760002,59.054504,423841
2013-02-08,81.220001,81.699997,78.279999,78.82,57.635925,1215559
2013-02-11,79.230003,79.57,76.970001,77.160004,56.42207,340197
2013-02-12,77.220001,78.099998,76.709999,77.760002,56.860806000000004,239094
2013-02-13,77.889999,79.739998,77.620003,79.5,58.133152,522195
2013-02-14,79.650002,79.650002,78.25,79.239998,57.943047,295372
2013-02-15,79.489998,81.300003,74.699997,78.440002,57.35804399999999,632587
2013-02-18,78.339996,80.08000200000001,78.339996,79.209999,57.921089,12400
2013-02-19,79.760002,80.75,79.510002,79.980003,58.48415,435252
2013-02-20,80.150002,80.279999,79.599998,79.970001,58.476836999999996,343474
2013-02-21,79.16999799999999,80.0,79.16999799999999,79.75,58.315968000000005,530087
2013-02-22,80.0,80.0,79.209999,79.709999,58.286708999999995,386699
2013-02-25,80.0,80.0,79.400002,79.57,58.18434499999999,242130
2013-02-26,79.07,79.839996,78.550003,79.019997,57.782168999999996,387982
2013-02-27,78.849998,79.239998,78.5,79.089996,57.833346999999996,824371
2013-02-28,79.089996,79.510002,78.550003,78.949997,57.730984,819609
2013-03-01,79.110001,79.120003,78.349998,78.66999799999999,57.52621800000001,807131
2013-03-04,78.66999799999999,78.860001,77.949997,78.16999799999999,57.16061,479159
2013-03-05,78.519997,78.690002,77.5,77.910004,56.970512,1038523
2013-03-06,78.099998,78.099998,76.800003,77.839996,56.9193,511969
2013-03-07,77.940002,78.199997,77.5,78.059998,57.080181,360519
2013-03-08,77.900002,78.199997,77.559998,77.980003,57.021679000000006,602590
2013-03-11,77.639999,77.650002,76.050003,76.540001,55.968704,404304
2013-03-12,76.75,76.889999,75.050003,75.230003,55.010783999999994,656501
2013-03-13,78.0,78.0,73.5,73.889999,54.030937,750774
2013-03-14,72.400002,73.91999799999999,71.059998,71.32,52.151657,758192
2013-03-15,71.449997,71.449997,67.800003,68.730003,50.257767,2176363
2013-03-19,68.300003,68.650002,67.529999,68.199997,49.870201,570404
2013-03-20,69.0,69.18,67.790001,68.83000200000001,50.330887,1344095
2013-03-21,69.519997,70.0,68.790001,69.510002,50.828125,665425
2013-03-22,69.410004,69.959999,69.0,69.5,50.820808,650171
2013-03-25,69.050003,69.650002,68.209999,69.370003,50.72575,517465
2013-03-26,69.5,73.5,69.099998,73.199997,53.526382,939826
2013-03-27,73.5,73.650002,72.5,72.82,53.248505,675269
2013-04-01,72.5,75.449997,71.949997,74.949997,54.806042000000005,348622
2013-04-02,74.959999,77.190002,74.660004,76.599998,56.012581000000004,1025954
2013-04-03,76.610001,78.489998,76.610001,78.199997,57.182556000000005,554354
2013-04-04,78.300003,79.0,77.07,78.83000200000001,57.643242,467735
2013-04-05,78.599998,80.349998,77.099998,79.849998,58.389088,446357
2013-04-08,80.33000200000001,80.400002,76.790001,77.949997,56.999741,474391
2013-04-09,78.0,78.290001,77.75,78.029999,57.058234999999996,1447240
2013-04-10,78.0,78.199997,77.739998,77.949997,56.999741,772917
2013-04-11,78.199997,78.199997,77.529999,77.650002,56.78038000000001,317023
2013-04-12,78.0,78.0,76.699997,77.010002,56.312405000000005,653371
2013-04-15,77.349998,78.0,76.540001,76.839996,56.188061,669330
2013-04-16,76.639999,76.800003,73.699997,73.900002,54.038245999999994,1370791
2013-04-17,73.989998,74.16999799999999,70.699997,71.0,51.917671,1235477
2013-04-18,71.0,71.099998,68.949997,70.160004,51.303429,1327102
2013-04-19,70.0,70.199997,68.91999799999999,69.220001,50.616066,1689643
2013-04-22,69.220001,69.449997,68.0,69.190002,51.875617999999996,1590443
2013-04-23,69.199997,69.849998,68.900002,69.459999,52.078045,1252084
2013-04-24,69.300003,69.5,67.83000200000001,68.260002,51.178340999999996,1164808
2013-04-25,68.5,68.5,66.400002,66.620003,49.948741999999996,929273
2013-04-26,66.800003,67.5,66.370003,66.949997,50.196156,459105
2013-04-29,66.849998,68.970001,66.57,68.650002,51.470737,753734
2013-04-30,68.75,70.650002,68.550003,69.510002,52.115532,2602516
2013-05-02,71.5,72.980003,69.599998,69.839996,52.362953000000005,1626935
2013-05-03,71.0,71.0,68.139999,68.459999,51.328289,872400
2013-05-06,68.550003,69.660004,68.5,69.029999,51.755657,529939
2013-05-07,69.400002,69.540001,68.690002,68.779999,51.568218,1006905
2013-05-08,69.199997,69.599998,68.790001,69.129997,51.830627,1649259
2013-05-09,69.129997,69.550003,67.879997,68.059998,51.028378000000004,928275
2013-05-10,68.199997,68.599998,67.839996,68.239998,51.163338,1146017
2013-05-13,68.300003,68.559998,67.889999,68.040001,51.013401,462824
2013-05-14,69.489998,69.489998,67.800003,68.239998,51.163338,480219
2013-05-15,68.25,68.910004,67.400002,67.5,50.608523999999996,1133251
2013-05-16,68.0,68.0,67.230003,67.5,50.608523999999996,668823
2013-05-17,67.800003,67.800003,66.970001,67.449997,50.571026,397991
2013-05-20,67.449997,67.650002,64.620003,65.709999,49.266457,416982
2013-05-21,65.949997,67.5,65.900002,66.75,50.046207,376622
2013-05-22,67.0,67.599998,64.529999,65.099998,48.809109,987603
2013-05-23,64.529999,67.110001,64.529999,67.029999,50.256134,428910
2013-05-24,67.209999,67.650002,66.629997,67.050003,50.271137,643153
2013-05-27,67.0,67.0,63.040001000000004,65.029999,48.756626000000004,68548
2013-05-28,65.58000200000001,67.230003,65.040001,66.989998,50.226143,469629
2013-05-29,66.699997,67.43,66.550003,66.91999799999999,50.173656,440600
2013-05-30,66.910004,67.639999,66.699997,66.970001,50.211147,244058
2013-05-31,66.800003,67.940002,66.400002,67.809998,50.84095,3155799
2013-06-03,67.839996,67.839996,65.510002,66.809998,50.091183,424735
2013-06-04,66.900002,67.230003,65.699997,66.849998,50.121173999999996,276916
2013-06-05,66.529999,67.75,64.75,65.050003,48.771618,500083
2013-06-06,64.709999,66.0,64.199997,65.800003,49.333939,342443
2013-06-07,66.0,67.449997,63.919998,63.970001,47.961884000000005,557021
2013-06-10,64.550003,66.400002,63.310001,66.0,49.483891,441268
2013-06-11,65.510002,66.309998,63.52,64.150002,48.096835999999996,565982
2013-06-12,64.209999,64.639999,60.950001,61.610001000000004,46.192459,795771
2013-06-13,61.599998,61.599998,60.0,60.209998999999996,45.142799,595657
2013-06-14,60.25,60.25,58.490002000000004,58.82,44.100636,840042
2013-06-17,58.84,60.41,58.380001,58.790001000000004,44.078148,539799
2013-06-18,59.27,59.540001000000004,58.599998,58.889998999999996,44.153126,518458
2013-06-19,58.580002,59.130001,56.799999,58.139998999999996,43.590809,660190
2013-06-20,57.5,58.509997999999996,56.25,57.23,42.908530999999996,1798130
2013-06-21,57.049999,58.799999,55.880001,58.43,43.808239,3247677
2013-06-24,57.970001,57.970001,55.490002000000004,56.610001000000004,42.443676,1182769
2013-06-25,56.18,61.5,55.41,60.900002,45.660137,1932075
2013-06-26,60.91,64.0,60.91,63.610001000000004,47.691971,1617780
2013-06-27,64.199997,65.449997,62.0,62.669998,46.987206,1855490
2013-06-28,62.810001,65.949997,62.790001000000004,65.629997,49.206478000000004,2288045
2013-07-01,66.099998,66.540001,64.690002,64.980003,48.719134999999994,584131
2013-07-02,65.440002,66.08000200000001,64.849998,65.690002,49.251461,490223
2013-07-03,66.0,66.519997,64.599998,65.589996,49.176491,801182
